第１表,,,,刑法犯　罪種別　認知・検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙率,検挙率,検挙率,検挙人員,検挙人員,検挙人員,検挙人員,"検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,罪種,"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減ポイント,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,36,37,-1,-2.7,24,24,0,0,12,12,0,0,66.7,64.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,16,7,9,128.6,13,3,10,333.3,6,3,3,100,81.3,42.9,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,3,18,-15,-83.3,8,13,-5,-38.5,3,3,0,0,266.7,72.2,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,87,68,19,27.9,50,14,36,257.1,10,10,0,0,57.5,20.6,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,179,191,-12,-6.3,161,120,41,34.2,34,41,-7,-17.1,89.9,62.8,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,2814,2786,28,1,1131,1247,-116,-9.3,174,180,-6,-3.3,40.2,44.8,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,587,633,-46,-7.3,141,426,-285,-66.9,27,25,2,8,24,67.3,-43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,330,311,19,6.1,167,58,109,187.9,10,6,4,66.7,50.6,18.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,233,149,84,56.4,92,27,65,240.7,14,11,3,27.3,39.5,18.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,606,493,113,22.9,236,180,56,31.1,47,31,16,51.6,38.9,36.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,627,759,-132,-17.4,213,170,43,25.3,22,43,-21,-48.8,34,22.4,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,276,264,12,4.5,200,214,-14,-6.5,17,24,-7,-29.2,72.5,81.1,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,26,26,0,0,12,36,-24,-66.7,8,12,-4,-33.3,46.2,138.5,-92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,25,29,-4,-13.8,4,8,-4,-50,2,4,-2,-50,16,27.6,-11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,46,42,4,9.5,21,15,6,40,8,5,3,60,45.7,35.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,58,80,-22,-27.5,45,113,-68,-60.2,19,19,0,0,77.6,141.3,-63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,1199,992,207,20.9,338,225,113,50.2,89,92,-3,-3.3,28.2,22.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,62,18,44,244.4,48,11,37,336.4,6,4,2,50,77.4,61.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,16,17,-1,-5.9,7,19,-12,-63.2,1,7,-6,-85.7,43.8,111.8,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,14,13,1,7.7,5,11,-6,-54.5,3,7,-4,-57.1,35.7,84.6,-48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,118,107,11,10.3,31,39,-8,-20.5,11,11,0,0,26.3,36.4,-10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,884,745,139,18.7,199,129,70,54.3,57,56,1,1.8,22.5,17.3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,三重県,105,92,13,14.1,48,16,32,200,11,7,4,57.1,45.7,17.4,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,計,992,752,240,31.9,567,579,-12,-2.1,147,133,14,10.5,57.2,77,-19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,滋賀県,71,37,34,91.9,41,20,21,105,9,8,1,12.5,57.7,54.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,京都府,68,50,18,36,45,46,-1,-2.2,12,12,0,0,66.2,92,-25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,大阪府,652,519,133,25.6,158,239,-81,-33.9,66,72,-6,-8.3,24.2,46.1,-21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,兵庫県,139,113,26,23,277,240,37,15.4,37,35,2,5.7,199.3,212.4,-13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,奈良県,47,23,24,104.3,37,29,8,27.6,16,3,13,433.3,78.7,126.1,-47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,和歌山県,15,10,5,50,9,5,4,80,7,3,4,133.3,60,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,計,87,75,12,16,59,53,6,11.3,32,31,1,3.2,67.8,70.7,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,鳥取県,6,12,-6,-50,9,8,1,12.5,4,9,-5,-55.6,150,66.7,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,島根県,1,9,-8,-88.9,2,7,-5,-71.4,0,1,-1,-100,200,77.8,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,岡山県,34,22,12,54.5,19,14,5,35.7,7,6,1,16.7,55.9,63.6,-7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,広島県,31,21,10,47.6,16,12,4,33.3,11,7,4,57.1,51.6,57.1,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,山口県,15,11,4,36.4,13,12,1,8.3,10,8,2,25,86.7,109.1,-22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,計,41,46,-5,-10.9,74,31,43,138.7,19,16,3,18.8,180.5,67.4,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,徳島県,5,9,-4,-44.4,12,3,9,300,4,2,2,100,240,33.3,206.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,香川県,9,7,2,28.6,8,7,1,14.3,5,4,1,25,88.9,100,-11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,愛媛県,20,22,-2,-9.1,49,15,34,226.7,7,7,0,0,245,68.2,176.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,高知県,7,8,-1,-12.5,5,6,-1,-16.7,3,3,0,0,71.4,75,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,計,169,151,18,11.9,101,201,-100,-49.8,57,86,-29,-33.7,59.8,133.1,-73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,福岡県,61,59,2,3.4,26,129,-103,-79.8,11,32,-21,-65.6,42.6,218.6,-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,佐賀県,7,4,3,75,3,4,-1,-25,2,1,1,100,42.9,100,-57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,長崎県,4,7,-3,-42.9,4,6,-2,-33.3,1,5,-4,-80,100,85.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,熊本県,7,12,-5,-41.7,11,9,2,22.2,5,6,-1,-16.7,157.1,75,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,大分県,9,6,3,50,3,6,-3,-50,2,7,-5,-71.4,33.3,100,-66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,宮崎県,9,15,-6,-40,5,8,-3,-37.5,3,3,0,0,55.6,53.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,鹿児島県,18,21,-3,-14.3,13,13,0,0,9,8,1,12.5,72.2,61.9,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,沖縄県,54,27,27,100,36,26,10,38.5,24,24,0,0,66.7,96.3,-29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第６表,,,重要犯罪・重要窃盗犯　都道府県別　認知・検挙件数・検挙人員　対前年比較　（ひったくり）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙率,検挙率,検挙率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,都道府県,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,716,544,172,31.6,414,426,-12,-2.8,216,206,10,4.9,57.8,78.3,-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,11,6,5,83.3,6,5,1,20,7,5,2,40,54.5,83.3,-28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,11,5,6,120,6,4,2,50,7,4,3,75,54.5,80,-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,0,1,-1,-100,0,1,-1,-100,0,1,-1,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,8,8,0,0,7,6,1,16.7,4,5,-1,-20,87.5,75,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,1,1,0,0,1,1,0,0,1,1,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,1,1,0,0,1,0,1,0,0,0,0,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,3,3,0,0,4,3,1,33.3,3,2,1,50,133.3,100,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,0,1,-1,-100,0,1,-1,-100,0,1,-1,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,3,2,1,50,1,1,0,0,0,1,-1,-100,33.3,50,-16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,128,64,64,100,66,51,15,29.4,38,39,-1,-2.6,51.6,79.7,-28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,278,191,87,45.5,106,134,-28,-20.9,45,34,11,32.4,38.1,70.2,-32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,10,5,5,100,1,1,0,0,0,1,-1,-100,10,20,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,3,10,-7,-70,7,1,6,600,1,1,0,0,233.3,10,223.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,5,7,-2,-28.6,2,6,-4,-66.7,2,2,0,0,40,85.7,-45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,85,77,8,10.4,49,46,3,6.5,15,10,5,50,57.6,59.7,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,87,31,56,180.6,17,7,10,142.9,11,4,7,175,19.5,22.6,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,81,56,25,44.6,26,67,-41,-61.2,14,13,1,7.7,32.1,119.6,-87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,1,0,1,0,1,0,1,0,1,0,1,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,1,1,0,0,0,1,-1,-100,0,1,-1,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,1,2,-1,-50,0,2,-2,-100,0,1,-1,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,4,2,2,100,3,3,0,0,1,1,0,0,75,150,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,35,54,-19,-35.2,17,28,-11,-39.3,10,14,-4,-28.6,48.6,51.9,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,2,0,2,0,2,0,2,0,2,0,2,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,2,0,2,0,1,0,1,0,0,0,0,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,3,5,-2,-40,3,5,-2,-40,2,3,-1,-33.3,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,22,42,-20,-47.6,6,20,-14,-70,2,7,-5,-71.4,27.3,47.6,-20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,三重県,6,7,-1,-14.3,5,3,2,66.7,4,4,0,0,83.3,42.9,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,計,194,168,26,15.5,160,156,4,2.6,86,81,5,6.2,82.5,92.9,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,滋賀県,2,1,1,100,1,0,1,0,1,0,1,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,京都府,19,22,-3,-13.6,19,9,10,111.1,7,8,-1,-12.5,100,40.9,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,大阪府,138,100,38,38,93,90,3,3.3,57,45,12,26.7,67.4,90,-22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,兵庫県,28,28,0,0,28,49,-21,-42.9,15,22,-7,-31.8,100,175,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,奈良県,4,13,-9,-69.2,9,5,4,80,3,3,0,0,225,38.5,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,和歌山県,3,4,-1,-25,10,3,7,233.3,3,3,0,0,333.3,75,258.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,計,14,18,-4,-22.2,16,17,-1,-5.9,11,11,0,0,114.3,94.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,鳥取県,1,0,1,0,1,0,1,0,1,0,1,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,島根県,0,2,-2,-100,0,1,-1,-100,0,1,-1,-100,0,50,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,岡山県,4,13,-9,-69.2,5,13,-8,-61.5,3,8,-5,-62.5,125,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,広島県,4,3,1,33.3,5,3,2,66.7,3,2,1,50,125,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,山口県,5,0,5,0,5,0,5,0,4,0,4,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,計,10,4,6,150,4,3,1,33.3,1,3,-2,-66.7,40,75,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,徳島県,4,1,3,300,0,1,-1,-100,0,1,-1,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,香川県,2,0,2,0,1,0,1,0,1,0,1,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,愛媛県,1,2,-1,-50,0,1,-1,-100,0,1,-1,-100,0,50,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,高知県,3,1,2,200,3,1,2,200,0,1,-1,-100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,計,38,31,7,22.6,32,26,6,23.1,14,14,0,0,84.2,83.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,福岡県,24,21,3,14.3,20,13,7,53.8,7,7,0,0,83.3,61.9,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,長崎県,1,2,-1,-50,1,2,-1,-50,1,1,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,熊本県,2,1,1,100,1,1,0,0,0,1,-1,-100,50,100,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,大分県,1,1,0,0,1,4,-3,-75,1,1,0,0,100,400,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,宮崎県,0,0,0,0,0,1,-1,-100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,鹿児島県,0,1,-1,-100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,沖縄県,10,5,5,100,9,5,4,80,5,4,1,25,90,100,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第６表,,,重要犯罪・重要窃盗犯　都道府県別　認知・検挙件数・検挙人員　対前年比較　（すり）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙率,検挙率,検挙率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,都道府県,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,1112,1110,2,0.2,521,739,-218,-29.5,345,287,58,20.2,46.9,66.6,-19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,21,291,-270,-92.8,16,302,-286,-94.7,9,10,-1,-10,76.2,103.8,-27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,15,287,-272,-94.8,12,298,-286,-96,8,7,1,14.3,80,103.8,-23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,5,1,4,400,4,1,3,300,1,1,0,0,80,100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,1,3,-2,-66.7,0,3,-3,-100,0,2,-2,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,14,6,8,133.3,9,5,4,80,8,5,3,60,64.3,83.3,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,4,1,3,300,3,0,3,0,3,0,3,0,75,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,6,2,4,200,4,3,1,33.3,4,2,2,100,66.7,150,-83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,2,2,0,0,1,2,-1,-50,1,2,-1,-50,50,100,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,1,1,0,0,1,0,1,0,0,1,-1,-100,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,304,277,27,9.7,105,72,33,45.8,91,46,45,97.8,34.5,26,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,195,120,75,62.5,137,100,37,37,64,62,2,3.2,70.3,83.3,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,10,3,7,233.3,6,0,6,0,4,0,4,0,60,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,4,0,4,0,2,0,2,0,1,0,1,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,43,33,10,30.3,29,27,2,7.4,20,18,2,11.1,67.4,81.8,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,22,19,3,15.8,10,14,-4,-28.6,7,11,-4,-36.4,45.5,73.7,-28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,98,41,57,139,80,37,43,116.2,23,23,0,0,81.6,90.2,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,3,8,-5,-62.5,3,10,-7,-70,2,5,-3,-60,100,125,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,2,2,0,0,1,1,0,0,1,1,0,0,50,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,1,2,-1,-50,1,0,1,0,0,0,0,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,7,12,-5,-41.7,5,11,-6,-54.5,6,4,2,50,71.4,91.7,-20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,76,60,16,26.7,22,30,-8,-26.7,18,26,-8,-30.8,28.9,50,-21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,7,2,5,250,5,1,4,400,5,1,4,400,71.4,50,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,8,12,-4,-33.3,8,8,0,0,8,6,2,33.3,100,66.7,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,1,3,-2,-66.7,1,3,-2,-66.7,1,2,-1,-50,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,2,0,2,0,0,3,-3,-100,0,2,-2,-100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,56,40,16,40,6,14,-8,-57.1,2,14,-12,-85.7,10.7,35,-24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
